Customer_ID,Service_Name,Service_Type,Purchase_Date,Number_of_Classes_Purchased,Price_Per_Class,Total_Price,Price_After_Discount,Month
197,HIIT Workouts,1:1 coaching,6/25/2023,5,27.3873172,136.936586,136.936586,6
197,Yoga Basics,1:1 coaching,6/3/2023,5,39.26633808,196.3316904,196.3316904,6
197,Advanced Yoga,personal training,4/6/2023,15,40.43571919,606.5357878,606.5357878,4
197,HIIT Workouts,personal training,10/13/2022,10,35.53485287,355.3485287,355.3485287,10
197,Cardio Blast,personal training,11/17/2022,5,36.67030718,183.3515359,183.3515359,11
197,Mobility Drills,1:1 coaching,12/11/2022,15,43.61485823,654.2228735,586.9360969,12
197,Yoga Basics,personal training,3/27/2023,5,32.28399248,161.4199624,161.4199624,3
197,HIIT Workouts,1:1 coaching,3/13/2023,10,28.88865498,288.8865498,288.8865498,3
197,Mobility Drills,1:1 coaching,10/5/2022,5,42.92304076,214.6152038,214.6152038,10
197,Stress Relief Meditation,personal training,3/2/2023,10,37.35440236,373.5440236,373.5440236,3
197,Advanced Yoga,personal training,6/30/2023,5,25.35144546,126.7572273,114.0830736,6
197,HIIT Workouts,personal training,12/5/2022,15,44.31168465,664.6752697,629.4224234,12
197,Yoga Basics,personal training,12/28/2022,15,35.04676949,525.7015424,489.5029214,12
198,Pilates,1:1 coaching,1/17/2023,10,38.3925006,383.925006,364.7287557,1
198,Wellness Coaching,1:1 coaching,6/23/2023,5,39.978436,199.89218,189.897571,6
198,Mobility Drills,personal training,4/20/2023,15,40.03286842,600.4930263,570.4683749,4
198,Wellness Coaching,personal training,8/15/2023,5,40.6328707,203.1643535,193.0061358,8
198,Wellness Coaching,1:1 coaching,2/22/2023,15,39.28131471,589.2197207,559.7587346,2
198,HIIT Workouts,1:1 coaching,11/19/2022,15,45.9587929,689.3818935,654.9127988,11
199,Wellness Coaching,1:1 coaching,11/5/2022,10,32.98864703,329.8864703,313.3921468,11
199,Core Strengthening,1:1 coaching,7/11/2023,5,40.80196039,204.009802,193.8093119,7
199,HIIT Workouts,1:1 coaching,4/21/2023,5,33.83224513,169.1612256,160.7031643,4
199,Mobility Drills,personal training,5/26/2023,10,30.26074096,302.6074096,287.4770391,5
199,Strength Training,1:1 coaching,5/9/2023,15,23.20386776,348.0580164,330.6551155,5
200,Wellness Coaching,1:1 coaching,6/7/2023,15,35.92211074,538.831661,538.831661,6
200,Wellness Coaching,1:1 coaching,5/2/2023,10,45.56405044,455.6405044,413.9261321,5
200,Stress Relief Meditation,1:1 coaching,9/7/2022,10,38.57826673,385.7826673,385.7826673,9
200,Stress Relief Meditation,personal training,2/25/2023,10,40.76607853,407.6607853,407.6607853,2
200,Core Strengthening,personal training,2/21/2023,15,41.66535608,624.9803412,482.8230609,2
200,Wellness Coaching,personal training,9/26/2022,15,48.72721793,730.9082689,730.9082689,9
200,Advanced Yoga,1:1 coaching,5/10/2023,15,23.6272445,354.4086674,273.2645883,5
201,Yoga Basics,personal training,8/26/2022,10,38.22240379,382.2240379,382.2240379,8
201,Core Strengthening,personal training,2/7/2023,15,35.24773323,528.7159984,528.7159984,2
201,Mobility Drills,personal training,8/29/2022,5,37.2135657,186.0678285,186.0678285,8
201,Wellness Coaching,1:1 coaching,12/17/2022,5,30.52152622,152.6076311,152.6076311,12
201,Mobility Drills,personal training,10/18/2022,10,27.51264097,275.1264097,275.1264097,10
201,Strength Training,1:1 coaching,4/20/2023,15,25.9502404,389.2536061,389.2536061,4
201,Mobility Drills,personal training,4/20/2023,10,28.48438961,284.8438961,284.8438961,4
203,Cardio Blast,personal training,6/13/2023,15,28.46009955,426.9014933,342.4596358,6
203,Stress Relief Meditation,personal training,9/27/2022,15,36.28540205,544.2810308,451.7953451,9
203,Mobility Drills,personal training,6/5/2023,10,32.05600293,320.5600293,320.5600293,6
204,Core Strengthening,1:1 coaching,6/6/2023,5,48.17444761,240.8722381,188.9590076,6
204,Stress Relief Meditation,personal training,6/23/2023,15,25.78903877,386.8355815,367.4938024,6
204,HIIT Workouts,personal training,8/4/2023,5,36.75486262,183.7743131,174.5855974,8
204,Strength Training,1:1 coaching,10/7/2022,5,34.32847163,171.6423581,163.0602402,10
204,Core Strengthening,personal training,6/15/2023,15,29.48403933,442.26059,351.3157451,6
204,HIIT Workouts,1:1 coaching,9/19/2022,10,34.74353475,347.4353475,330.0635801,9
204,Pilates,personal training,5/3/2023,5,32.37875279,161.893764,153.7990758,5
204,Wellness Coaching,personal training,10/25/2022,15,45.39719814,680.9579721,646.9100735,10
204,HIIT Workouts,personal training,7/3/2023,5,28.50826003,142.5413001,110.697417,7
204,Yoga Basics,1:1 coaching,5/5/2023,15,37.9654287,569.4814305,541.007359,5
204,Yoga Basics,personal training,2/14/2023,5,38.6678698,193.339349,183.6723816,2
204,Wellness Coaching,1:1 coaching,1/31/2023,10,41.74410686,417.4410686,396.5690152,1
204,Cardio Blast,1:1 coaching,1/8/2023,15,34.44072021,516.6108032,490.780263,1
204,Stress Relief Meditation,personal training,11/2/2022,15,44.42771653,666.4157479,623.561863,11
204,Advanced Yoga,personal training,11/5/2022,5,33.22310097,166.1155048,157.8097296,11
205,Core Strengthening,personal training,10/17/2022,10,37.90397047,379.0397047,379.0397047,10
205,Core Strengthening,1:1 coaching,5/10/2023,10,37.38379283,373.8379283,373.8379283,5
205,Mobility Drills,1:1 coaching,8/18/2023,10,34.14801788,341.4801788,341.4801788,8
205,Strength Training,1:1 coaching,11/4/2022,5,35.34543653,176.7271827,176.7271827,11
205,Mobility Drills,1:1 coaching,11/8/2022,15,42.77142146,641.5713219,641.5713219,11
205,Mobility Drills,1:1 coaching,4/13/2023,10,36.55126133,365.5126133,365.5126133,4
205,Wellness Coaching,1:1 coaching,5/8/2023,10,40.6292791,406.292791,318.4653641,5
205,Advanced Yoga,personal training,7/22/2023,10,36.24898542,362.4898542,362.4898542,7
206,Advanced Yoga,personal training,10/29/2022,10,42.78149759,427.8149759,427.8149759,10
206,Wellness Coaching,1:1 coaching,8/20/2023,15,45.31167753,679.6751629,679.6751629,8
206,Mobility Drills,personal training,5/28/2023,15,41.86505358,627.9758037,627.9758037,5
206,Wellness Coaching,personal training,8/11/2023,5,35.18425502,175.9212751,175.9212751,8
206,Stress Relief Meditation,personal training,5/2/2023,5,27.21549972,136.0774986,136.0774986,5
206,Yoga Basics,1:1 coaching,12/29/2022,15,30.50156447,457.523467,457.523467,12
206,Strength Training,1:1 coaching,12/9/2022,15,34.76603578,521.4905367,521.4905367,12
206,Pilates,1:1 coaching,5/6/2023,10,44.658063,446.58063,446.58063,5
206,Advanced Yoga,1:1 coaching,3/19/2023,5,25.19878728,125.9939364,125.9939364,3
206,Stress Relief Meditation,1:1 coaching,1/25/2023,10,44.38007098,443.8007098,443.8007098,1
207,HIIT Workouts,1:1 coaching,9/20/2022,15,33.63385877,504.5078816,419.2313626,9
207,Pilates,personal training,2/20/2023,10,45.28023073,452.8023073,452.8023073,2
207,Wellness Coaching,1:1 coaching,7/6/2023,5,44.86353324,224.3176662,224.3176662,7
207,Core Strengthening,personal training,6/9/2023,10,35.13624609,351.3624609,351.3624609,6
207,Wellness Coaching,personal training,2/14/2023,5,40.191468,200.95734,200.95734,2
207,Strength Training,personal training,3/2/2023,15,30.44549485,456.6824227,384.8253439,3
207,Yoga Basics,1:1 coaching,8/18/2023,10,23.33303232,233.3303232,233.3303232,8
208,Yoga Basics,1:1 coaching,3/12/2023,15,25.25837948,378.8756922,290.4398902,3
208,Advanced Yoga,1:1 coaching,3/17/2023,5,27.13218761,135.660938,135.660938,3
208,Stress Relief Meditation,1:1 coaching,2/4/2023,15,27.85785309,417.8677964,417.8677964,2
209,Stress Relief Meditation,personal training,5/28/2023,15,26.94063399,404.1095098,404.1095098,5
209,Pilates,personal training,8/1/2023,5,41.58191209,207.9095604,207.9095604,8
209,Yoga Basics,1:1 coaching,12/20/2022,5,34.54244261,172.7122131,172.7122131,12
209,Strength Training,personal training,4/19/2023,10,30.6978492,306.978492,306.978492,4
209,Advanced Yoga,personal training,6/25/2023,15,39.32271899,589.8407848,589.8407848,6
209,Advanced Yoga,1:1 coaching,5/25/2023,15,40.85793031,612.8689546,612.8689546,5
210,HIIT Workouts,1:1 coaching,12/8/2022,10,27.54705872,275.4705872,275.4705872,12
210,Cardio Blast,1:1 coaching,3/11/2023,15,38.17883796,572.6825693,572.6825693,3
210,Wellness Coaching,personal training,10/1/2022,10,47.32004827,473.2004827,473.2004827,10
210,Pilates,1:1 coaching,11/14/2022,15,42.84452599,642.6678899,642.6678899,11
210,Advanced Yoga,1:1 coaching,5/19/2023,10,28.8491047,288.491047,288.491047,5
211,Pilates,personal training,6/14/2023,5,39.28394027,196.4197013,186.5987163,6
211,Pilates,1:1 coaching,12/1/2022,10,34.23906791,342.3906791,325.2711451,12
213,Core Strengthening,personal training,3/25/2023,10,40.5909441,405.909441,385.613969,3
213,HIIT Workouts,1:1 coaching,7/19/2023,10,33.35354818,333.5354818,316.8587077,7
214,Cardio Blast,1:1 coaching,5/24/2023,10,29.00134413,290.0134413,275.5127692,5
214,Yoga Basics,1:1 coaching,6/24/2023,5,22.20478398,111.0239199,105.4727239,6
214,Yoga Basics,personal training,5/13/2023,10,35.29626677,352.9626677,335.3145343,5
214,Pilates,1:1 coaching,8/22/2023,5,31.78220643,158.9110322,119.9409347,8
215,HIIT Workouts,personal training,11/6/2022,15,35.13517341,527.0276011,422.3513021,11
215,Cardio Blast,personal training,2/26/2023,5,35.54859809,177.7429904,168.8558409,2
215,Mobility Drills,1:1 coaching,8/2/2023,15,33.53309576,502.9964363,477.8466145,8
216,Wellness Coaching,1:1 coaching,11/6/2022,15,45.91515157,688.7272735,688.7272735,11
216,Mobility Drills,1:1 coaching,10/26/2022,5,29.09449356,145.4724678,135.7289391,10
216,Wellness Coaching,personal training,4/25/2023,5,36.62437558,183.1218779,183.1218779,4
216,Yoga Basics,1:1 coaching,4/3/2023,15,34.58690829,518.8036244,518.8036244,4
216,Cardio Blast,1:1 coaching,4/25/2023,15,28.00704843,420.1057265,420.1057265,4
216,Core Strengthening,1:1 coaching,4/13/2023,15,34.65882934,519.88244,519.88244,4
216,Strength Training,personal training,12/28/2022,5,25.64924053,128.2462027,111.1811984,12
216,Advanced Yoga,personal training,9/8/2022,5,27.19169256,135.9584628,135.9584628,9
216,Yoga Basics,1:1 coaching,8/19/2023,15,33.32796666,499.9194998,499.9194998,8
216,Cardio Blast,1:1 coaching,8/27/2022,10,39.03541389,390.3541389,335.7148633,8
216,Yoga Basics,personal training,12/9/2022,10,29.86411979,298.6411979,298.6411979,12
216,Mobility Drills,personal training,12/30/2022,15,26.5698126,398.547189,398.547189,12
216,Stress Relief Meditation,1:1 coaching,6/30/2023,5,42.74195442,213.7097721,213.7097721,6
217,Yoga Basics,personal training,5/8/2023,5,30.70809645,153.5404822,153.5404822,5
218,Strength Training,personal training,3/9/2023,15,37.54910248,563.2365372,563.2365372,3
218,Core Strengthening,1:1 coaching,5/3/2023,10,46.91277226,469.1277226,469.1277226,5
218,Yoga Basics,1:1 coaching,1/29/2023,15,24.90545949,373.5818923,373.5818923,1
218,Pilates,1:1 coaching,5/11/2023,10,38.75609288,387.5609288,387.5609288,5
218,Pilates,personal training,3/17/2023,15,38.05544512,570.8316769,570.8316769,3
218,Yoga Basics,1:1 coaching,7/6/2023,15,40.67712928,610.1569392,557.6060303,7
218,Mobility Drills,personal training,10/28/2022,10,24.41154734,244.1154734,244.1154734,10
218,Pilates,personal training,9/5/2022,10,40.78017107,407.8017107,407.8017107,9
218,Advanced Yoga,1:1 coaching,8/9/2023,5,24.73202313,123.6601156,123.6601156,8
218,Stress Relief Meditation,personal training,9/30/2022,15,43.53668836,653.0503254,603.0151533,9
218,Stress Relief Meditation,personal training,5/11/2023,15,28.06612622,420.9918932,420.9918932,5
218,Wellness Coaching,personal training,11/25/2022,5,34.1677638,170.838819,170.838819,11
219,Core Strengthening,personal training,12/21/2022,10,35.67637798,356.7637798,356.7637798,12
219,Core Strengthening,1:1 coaching,8/21/2023,15,44.36117162,665.4175742,665.4175742,8
219,Pilates,1:1 coaching,7/6/2023,15,30.70976462,460.6464693,368.1254559,7
219,Yoga Basics,1:1 coaching,5/27/2023,5,29.36546196,146.8273098,146.8273098,5
219,Pilates,1:1 coaching,12/3/2022,15,39.35274329,590.2911494,590.2911494,12
219,Mobility Drills,personal training,1/12/2023,10,39.30783743,393.0783743,322.442803,1
219,Core Strengthening,1:1 coaching,5/25/2023,15,40.40603077,606.0904615,606.0904615,5
219,Advanced Yoga,1:1 coaching,1/2/2023,5,31.26153543,156.3076772,156.3076772,1
219,Wellness Coaching,1:1 coaching,11/6/2022,10,41.85081715,418.5081715,418.5081715,11
219,Wellness Coaching,personal training,7/17/2023,5,46.38992759,231.949638,231.949638,7
220,Cardio Blast,1:1 coaching,4/6/2023,5,27.55395209,137.7697605,137.7697605,4
221,Core Strengthening,1:1 coaching,4/17/2023,10,37.8521636,378.521636,378.521636,4
221,HIIT Workouts,1:1 coaching,12/29/2022,5,32.00596722,160.0298361,160.0298361,12
221,Pilates,1:1 coaching,7/21/2023,10,45.21997751,452.1997751,452.1997751,7
222,Yoga Basics,1:1 coaching,11/18/2022,10,40.82308582,408.2308582,357.3967998,11
222,Yoga Basics,personal training,7/28/2023,5,35.90066088,179.5033044,170.5281392,7
222,Wellness Coaching,personal training,7/7/2023,10,39.43685908,394.3685908,374.6501613,7
222,Stress Relief Meditation,1:1 coaching,2/26/2023,5,27.01884405,135.0942202,128.3395092,2
222,Core Strengthening,1:1 coaching,10/31/2022,10,38.80282057,388.0282057,368.6267955,10
222,Advanced Yoga,1:1 coaching,4/24/2023,5,41.83304742,209.1652371,198.7069752,4
222,Stress Relief Meditation,1:1 coaching,7/12/2023,10,26.80419126,268.0419126,254.639817,7
222,Pilates,personal training,10/27/2022,5,42.67208197,213.3604099,202.6923894,10
222,Cardio Blast,1:1 coaching,5/1/2023,10,29.95603429,299.5603429,284.5823257,5
222,Mobility Drills,1:1 coaching,5/24/2023,5,41.39643652,206.9821826,196.6330735,5
222,Advanced Yoga,personal training,8/5/2023,15,23.00428252,345.0642378,327.8110259,8
222,Advanced Yoga,personal training,5/20/2023,15,36.3085067,544.6276004,517.3962204,5
223,Yoga Basics,personal training,6/19/2023,5,34.08669391,170.4334696,170.4334696,6
223,Yoga Basics,1:1 coaching,2/20/2023,5,39.83853556,199.1926778,199.1926778,2
223,Pilates,1:1 coaching,4/27/2023,15,39.59100397,593.8650596,593.8650596,4
223,Advanced Yoga,1:1 coaching,9/7/2022,15,27.2338129,408.5071935,408.5071935,9
223,Advanced Yoga,1:1 coaching,3/29/2023,15,28.27841584,424.1762376,424.1762376,3
223,Core Strengthening,personal training,11/10/2022,15,42.09413269,631.4119904,631.4119904,11
223,Yoga Basics,1:1 coaching,4/25/2023,5,35.79887317,178.9943659,136.5901034,4
223,Yoga Basics,1:1 coaching,9/16/2022,10,34.29806808,342.9806808,342.9806808,9
223,HIIT Workouts,1:1 coaching,8/26/2022,5,33.22612811,166.1306406,166.1306406,8
224,Yoga Basics,personal training,6/12/2023,15,38.71893202,580.7839803,580.7839803,6
224,HIIT Workouts,personal training,4/20/2023,15,31.74007171,476.1010757,476.1010757,4
224,Yoga Basics,personal training,12/21/2022,10,33.32505553,333.2505553,265.858451,12
224,HIIT Workouts,personal training,8/7/2023,5,34.49439927,172.4719964,172.4719964,8
224,Stress Relief Meditation,1:1 coaching,6/4/2023,15,33.66897814,505.0346721,403.2966498,6
224,Wellness Coaching,personal training,8/3/2023,5,30.02087002,150.1043501,150.1043501,8
224,Pilates,personal training,4/26/2023,5,43.20875179,216.0437589,191.6321825,4
224,Yoga Basics,1:1 coaching,4/8/2023,10,23.52090755,235.2090755,235.2090755,4
224,Stress Relief Meditation,personal training,2/1/2023,15,43.73927111,656.0890667,656.0890667,2
225,Advanced Yoga,1:1 coaching,5/4/2023,10,36.09326067,360.9326067,342.8859763,5
225,Yoga Basics,1:1 coaching,1/16/2023,15,33.41162572,501.1743858,476.1156665,1
225,Core Strengthening,personal training,11/16/2022,10,40.12484211,401.2484211,381.1860001,11
225,HIIT Workouts,personal training,3/8/2023,10,43.33979072,433.3979072,411.7280118,3
225,Cardio Blast,personal training,5/31/2023,15,43.50956477,652.6434716,620.011298,5
225,Core Strengthening,1:1 coaching,12/7/2022,10,46.48954862,464.8954862,441.6507119,12
225,Yoga Basics,1:1 coaching,8/30/2022,10,35.02936984,350.2936984,332.7790135,8
225,Advanced Yoga,personal training,6/1/2023,10,39.74882923,397.4882923,377.6138777,6
225,HIIT Workouts,personal training,2/3/2023,15,36.59891492,548.9837239,521.5345377,2
225,Stress Relief Meditation,personal training,7/3/2023,15,39.22226665,588.3339997,531.0882794,7
226,Wellness Coaching,personal training,6/30/2023,5,44.45796597,222.2898298,222.2898298,6
227,Cardio Blast,personal training,11/5/2022,5,38.67211811,193.3605905,193.3605905,11
227,Advanced Yoga,personal training,11/13/2022,15,29.74546999,446.1820499,446.1820499,11
227,Core Strengthening,personal training,7/14/2023,15,47.88906654,718.3359982,718.3359982,7
227,Wellness Coaching,personal training,6/10/2023,10,47.15991915,471.5991915,471.5991915,6
227,Core Strengthening,personal training,1/3/2023,5,32.1790866,160.895433,160.895433,1
227,Mobility Drills,personal training,4/28/2023,10,32.30838693,323.0838693,323.0838693,4
227,Core Strengthening,1:1 coaching,1/29/2023,15,42.26794613,634.019192,634.019192,1
227,Cardio Blast,personal training,12/6/2022,15,30.64858653,459.728798,459.728798,12
227,Core Strengthening,1:1 coaching,5/16/2023,10,29.67310781,296.7310781,296.7310781,5
227,Core Strengthening,personal training,1/17/2023,15,44.67940645,670.1910968,670.1910968,1
227,Strength Training,personal training,12/18/2022,15,22.12797278,331.9195916,331.9195916,12
227,Core Strengthening,personal training,1/29/2023,15,47.45553656,711.8330483,711.8330483,1
228,Wellness Coaching,1:1 coaching,9/1/2022,5,44.56411871,222.8205935,206.5249994,9
228,Strength Training,personal training,7/13/2023,10,40.39591726,403.9591726,367.6648832,7
228,HIIT Workouts,1:1 coaching,4/18/2023,5,34.93649988,174.6824994,158.5092373,4
228,HIIT Workouts,1:1 coaching,4/15/2023,15,34.59575194,518.9362791,477.1618693,4
229,HIIT Workouts,personal training,9/30/2022,5,43.85037565,219.2518783,219.2518783,9
230,Advanced Yoga,1:1 coaching,4/30/2023,15,40.86872751,613.0309127,613.0309127,4
230,Stress Relief Meditation,1:1 coaching,4/5/2023,10,44.10111163,441.0111163,441.0111163,4
230,Stress Relief Meditation,1:1 coaching,7/14/2023,10,28.82552098,288.2552098,288.2552098,7
230,Pilates,1:1 coaching,3/16/2023,10,47.29218297,472.9218297,472.9218297,3
230,Cardio Blast,personal training,12/9/2022,10,38.07809121,380.7809121,380.7809121,12
231,Cardio Blast,1:1 coaching,4/3/2023,5,41.49542007,207.4771004,207.4771004,4
231,Stress Relief Meditation,personal training,2/8/2023,15,41.0901348,616.352022,616.352022,2
231,Yoga Basics,1:1 coaching,7/3/2023,10,31.54224679,315.4224679,315.4224679,7
231,Mobility Drills,1:1 coaching,2/13/2023,5,40.74640296,203.7320148,203.7320148,2
231,Wellness Coaching,personal training,4/9/2023,10,45.6868904,456.868904,456.868904,4
232,Mobility Drills,personal training,12/19/2022,5,38.83868801,194.19344,194.19344,12
232,Wellness Coaching,1:1 coaching,10/16/2022,5,40.18525492,200.9262746,200.9262746,10
232,Strength Training,personal training,7/29/2023,10,35.20699227,352.0699227,352.0699227,7
232,Stress Relief Meditation,1:1 coaching,11/21/2022,10,26.41406644,264.1406644,264.1406644,11
232,Wellness Coaching,personal training,1/8/2023,5,33.95707517,169.7853758,169.7853758,1
232,Stress Relief Meditation,personal training,9/14/2022,15,31.91225707,478.683856,478.683856,9
233,Core Strengthening,1:1 coaching,10/27/2022,15,39.18138972,587.7208458,587.7208458,10
233,HIIT Workouts,personal training,11/18/2022,10,41.71196897,417.1196897,417.1196897,11
234,Stress Relief Meditation,personal training,7/25/2023,5,30.99618124,154.9809062,154.9809062,7
234,Advanced Yoga,personal training,4/17/2023,15,34.33115428,514.9673142,514.9673142,4
234,Wellness Coaching,1:1 coaching,5/3/2023,15,48.00547075,720.0820612,720.0820612,5
234,Advanced Yoga,1:1 coaching,8/1/2023,10,24.4758598,244.758598,244.758598,8
234,Pilates,personal training,1/26/2023,10,33.62225779,336.2225779,336.2225779,1
234,Mobility Drills,1:1 coaching,10/2/2022,10,40.95432919,409.5432919,358.5407087,10
234,Pilates,1:1 coaching,11/7/2022,10,38.08267626,380.8267626,380.8267626,11
234,Wellness Coaching,personal training,12/19/2022,10,38.23224782,382.3224782,382.3224782,12
234,Cardio Blast,personal training,4/26/2023,5,36.51145999,182.5573,182.5573,4
235,Cardio Blast,personal training,7/8/2023,5,34.28333846,171.4166923,158.9678133,7
235,Wellness Coaching,1:1 coaching,7/21/2023,10,41.35940796,413.5940796,413.5940796,7
235,Advanced Yoga,personal training,5/7/2023,5,25.09640553,125.4820276,125.4820276,5
235,Cardio Blast,1:1 coaching,4/21/2023,5,27.56675868,137.8337934,137.8337934,4
235,Stress Relief Meditation,1:1 coaching,6/6/2023,5,36.78004584,183.9002292,183.9002292,6
235,Stress Relief Meditation,1:1 coaching,6/6/2023,5,25.7813829,128.9069145,128.9069145,6
235,Cardio Blast,1:1 coaching,4/3/2023,5,39.53122994,197.6561497,197.6561497,4
235,Strength Training,personal training,5/21/2023,15,31.31871988,469.7807982,469.7807982,5
235,Wellness Coaching,1:1 coaching,7/4/2023,15,41.51461032,622.7191549,622.7191549,7
235,Core Strengthening,personal training,1/10/2023,10,41.24994284,412.4994284,412.4994284,1
236,Core Strengthening,personal training,8/24/2022,15,48.5242496,727.863744,727.863744,8
236,Yoga Basics,personal training,1/28/2023,10,23.02086987,230.2086987,190.0698482,1
236,Advanced Yoga,1:1 coaching,6/17/2023,5,39.36110745,196.8055373,196.8055373,6
236,HIIT Workouts,personal training,10/10/2022,5,31.32167516,156.6083758,156.6083758,10
236,Mobility Drills,personal training,11/15/2022,5,43.08007405,215.4003703,215.4003703,11
237,Core Strengthening,1:1 coaching,5/6/2023,15,30.21908584,453.2862875,453.2862875,5
237,Strength Training,1:1 coaching,5/20/2023,15,31.96842672,479.5264009,479.5264009,5
237,Stress Relief Meditation,personal training,1/1/2023,15,36.01410369,540.2115554,502.2412901,1
237,HIIT Workouts,1:1 coaching,1/23/2023,5,44.38271016,221.9135508,202.5803844,1
237,HIIT Workouts,1:1 coaching,2/26/2023,15,42.99004295,644.8506442,523.8025752,2
237,Cardio Blast,personal training,11/28/2022,10,30.42396539,304.2396539,304.2396539,11
237,Core Strengthening,1:1 coaching,7/19/2023,15,48.53880982,728.0821473,728.0821473,7
238,Stress Relief Meditation,1:1 coaching,9/18/2022,10,35.60152213,356.0152213,356.0152213,9
238,Core Strengthening,personal training,3/3/2023,15,31.30243992,469.5365987,469.5365987,3
238,Pilates,1:1 coaching,4/9/2023,10,44.51461721,445.1461721,404.1531913,4
238,Pilates,personal training,1/9/2023,15,35.58972023,533.8458035,458.4536404,1
238,Core Strengthening,1:1 coaching,6/3/2023,5,30.59086343,152.9543171,133.1841325,6
238,Stress Relief Meditation,personal training,3/6/2023,15,28.79186592,431.8779887,431.8779887,3
238,Strength Training,personal training,6/30/2023,5,25.86485158,129.3242579,129.3242579,6
239,HIIT Workouts,1:1 coaching,7/27/2023,15,44.71542451,670.7313676,637.1947992,7
239,Cardio Blast,1:1 coaching,3/1/2023,5,33.85940129,169.2970065,160.8321561,3
239,Pilates,1:1 coaching,11/1/2022,10,34.88619838,348.8619838,331.4188846,11
239,Strength Training,personal training,5/4/2023,5,22.69656228,113.4828114,107.8086708,5
239,Pilates,personal training,6/21/2023,5,44.34027135,221.7013568,210.6162889,6
239,Strength Training,1:1 coaching,11/19/2022,5,35.28971308,176.4485654,155.8558115,11
239,Stress Relief Meditation,personal training,9/26/2022,5,26.15672792,130.7836396,124.2444576,9
240,Advanced Yoga,1:1 coaching,6/4/2023,5,36.74600105,183.7300053,183.7300053,6
240,HIIT Workouts,1:1 coaching,7/17/2023,10,28.64646206,286.4646206,286.4646206,7
240,Pilates,1:1 coaching,11/19/2022,10,36.92256386,369.2256386,316.2337683,11
240,Pilates,personal training,6/24/2023,5,37.5059233,187.5296165,154.1314076,6
240,Pilates,1:1 coaching,8/28/2022,5,28.86828133,144.3414066,144.3414066,8
240,Core Strengthening,personal training,2/7/2023,15,47.35179979,710.2769968,588.4611226,2
240,Yoga Basics,personal training,5/15/2023,5,34.64609407,173.2304703,173.2304703,5
240,Wellness Coaching,personal training,2/22/2023,15,37.13165061,556.9747591,556.9747591,2
240,Mobility Drills,1:1 coaching,8/18/2023,15,34.3843898,515.765847,515.765847,8
240,Mobility Drills,personal training,5/25/2023,5,41.29657172,206.4828586,170.644808,5
240,Wellness Coaching,1:1 coaching,4/7/2023,15,47.20649747,708.097462,708.097462,4
242,Yoga Basics,1:1 coaching,10/4/2022,15,28.40151942,426.0227913,404.7216517,10
242,Core Strengthening,personal training,5/29/2023,5,34.54218394,172.7109197,164.0753737,5
242,Wellness Coaching,personal training,4/8/2023,15,48.29861251,724.4791877,688.2552283,4
242,Cardio Blast,personal training,1/23/2023,15,29.27307151,439.0960727,417.141269,1
242,Cardio Blast,personal training,10/17/2022,10,35.95264111,359.5264111,341.5500905,10
242,Advanced Yoga,personal training,6/15/2023,10,40.02853054,400.2853054,380.2710401,6
242,Pilates,1:1 coaching,8/21/2023,5,44.69047085,223.4523542,212.2797365,8
242,Advanced Yoga,1:1 coaching,4/2/2023,15,37.84330784,567.6496176,539.2671368,4
242,Pilates,personal training,11/14/2022,15,47.19708683,707.9563024,672.5584873,11
242,Yoga Basics,personal training,6/20/2023,5,29.92420634,149.6210317,124.2335939,6
243,Yoga Basics,personal training,12/10/2022,15,35.46039184,531.9058776,453.9672372,12
243,Strength Training,1:1 coaching,5/18/2023,5,28.74825696,143.7412848,136.5542206,5
243,Strength Training,1:1 coaching,5/30/2023,5,31.99237555,159.9618777,151.9637839,5
243,Stress Relief Meditation,1:1 coaching,6/29/2023,10,41.21483649,412.1483649,391.5409467,6
243,Core Strengthening,1:1 coaching,9/26/2022,5,33.81372678,169.0686339,160.6152022,9
244,Yoga Basics,personal training,11/27/2022,15,29.02408788,435.3613181,435.3613181,11
244,HIIT Workouts,personal training,3/3/2023,5,27.54949576,137.7474788,137.7474788,3
244,Stress Relief Meditation,1:1 coaching,6/8/2023,10,32.25102588,322.5102588,277.688579,6
244,Pilates,personal training,11/20/2022,5,37.26843003,186.3421502,186.3421502,11
244,Yoga Basics,personal training,10/8/2022,5,32.68865346,163.4432673,124.8160522,10
245,Wellness Coaching,personal training,8/10/2023,15,37.84837614,567.7256421,567.7256421,8
245,Stress Relief Meditation,personal training,9/23/2022,5,26.12805095,130.6402548,130.6402548,9
245,Core Strengthening,1:1 coaching,12/9/2022,10,33.70101976,337.0101976,286.7741862,12
245,Core Strengthening,personal training,2/28/2023,5,35.02249114,175.1124557,175.1124557,2
245,Strength Training,1:1 coaching,1/21/2023,15,36.02389189,540.3583783,540.3583783,1
245,Advanced Yoga,1:1 coaching,4/24/2023,10,29.3819791,293.819791,293.819791,4
245,Mobility Drills,1:1 coaching,11/9/2022,10,43.2906051,432.906051,432.906051,11
245,HIIT Workouts,1:1 coaching,11/4/2022,15,32.39210286,485.8815428,450.5173292,11
245,Pilates,personal training,7/11/2023,10,34.4491875,344.491875,344.491875,7
245,Mobility Drills,1:1 coaching,2/18/2023,15,24.40839203,366.1258805,336.8612788,2
245,Pilates,1:1 coaching,5/9/2023,10,42.30428567,423.0428567,423.0428567,5
