eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199303270002,1993,3,27,,0,,92,India,6,South Asia,Haryana (State),New Delhi,,,,1,The incident occurred on an Indian Airlines flight originating in New Delhi,"03/27/1993: A man claiming to have explosives hijacked a domestic Indian Airlines flight carrying 203 passengers and ordered it to fly to Pakistan. The plan was forced to instead land in Punjab, India. No injuries or casualties resulted from the incident.",1,1,1,1,2,Other Crime Type,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,,,Indian Airlines,Indian Airlines Flight IC439,92,India,,,,,,,,,,,,,,,,,Unaffiliated Individual(s),,,,,,Unknown,0,,,0,1,1,1,8,Personal claim,,,,,,,-9,7,Fake Weapons,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,203,6,5,,,,0,,,,,,2,Hostage(s) released by perpetrators,203,"The hijacker claimed to have committed the attack to protest against the recent Hindu-Muslim violence that has killed over 2,000 Indians since December. No injuries or casualties resulted from the attack.","“Indian hijacker gives up, frees 203 on airliner,” Chicago Tribune, March 28, 1993.","“India Flight Hijacked; All 203 Aboard Are Reportedly Safe,” The Associated Press, March 27, 1993.",,CETIS,-9,-9,0,-9,
199303270003,1993,3,27,,0,,75,Germany,8,Western Europe,Hesse (State),Darmstadt,,,,0,,"03/27/1993: The Red Army Faction tied up prison personnel and then bombed a newly built prison in Darmstadt, Germany. No injuries or casualties occurred. The explosions caused at least $60 million in damages.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),,,German Prison,Prison in Darmstadt,75,Germany,,,,,,,,,,,,,,,,,Red Army Faction (RAF),,,,,,Unknown,0,,,0,4,0,1,5,Note left at scene,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),60000000,,0,,,,,,,,,,,,,,,,"The Red Army Faction (RAF) was responsible for a string of bombings, murders and other attacks against NATO, government and industrial targets in Germany during the previous two decades. No injuries or casualties resulted from the attack.","“Suspected Red Army Faction Bomb Damages New Prison,” The Associated Press, March 27, 1993.","“Red Army Faction returns to action with attack in Germany,” The Gazette (Montreal, Quebec), March 29, 1993.","“Bombing Wrecks a New Jail, Officials in Germany Report,” The New York Times, March 28, 1993.",CETIS,0,0,0,0,
199303280002,1993,3,28,,0,,92,India,6,South Asia,National Capital Territory of Delhi (Union Territory),New Delhi,,,,1,Indian Airlines plane in route to Amritsar,"03/28/1993: A lone perpetrator hijacked an Indian Airlines flight taking off from New Delhi. He attempted to have the pilot fly to Pakistan, but the plane ended up landing in Amritsar. The perpetrators surrendered after 5 hours. There were no injuries.",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),,,,,6,Airports & Aircraft,,,Indian Airlines,Indian Airlines plane,92,India,,,,,,,,,,,,,,,,,Unaffiliated Individual(s),,,,,,Protesting Hindu-Muslim violence in India.,0,,,0,1,1,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,-99,-99,5,,,,0,,,,,,2,Hostage(s) released by perpetrators,-99,,"Center for Terrorism and Intelligence Studies, Critical Infrastructure Terrorist Attack Database, San Jose, CA: Akribis Group, July 7 2006.",,,CETIS,-9,-9,0,-9,
199303290001,1993,3,29,,0,,36,Cambodia,5,Southeast Asia,Phnom Penh (Province),Phnom Penh,,,,0,,"03/29/1993: A motorist threw grenades into a crowded Vietnamese restaurant, killing two people and wounding 20 others. The Khmer Rouge is suspected of orchestrating the attack, however, there was no claim of responsibility.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Ethnic Vietnamese,Vietnamese restaurant in Phnom Penh,223,Vietnam,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,1,0,0,,,,,,,,,-9,6,Explosives,7,Grenade,,,,,,,,,,,,,,2,0,0,20,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,"The Khmer Rouge killed many ethnic Vietnamese and hundreds of thousands of Cambodians in its reign in the 1970s. A government official claimed to have information that four (opposition) factions were introducing terrorist groups as part of a new anti-Vietnamese terrorist campaign. The violence caused over 2,000 Vietnamese to begin fleeing by boat to Vietnam. The Khmer Rouge denied any involvement in the attack, but the group was still largely suspected of orchestrating the attack. 20 injuries and 2 casualties resulted from the attack.","Sue Downie, “Cambodian government says terrorist hit squad in Phnom Penh,” United Press International, March 30, 1993.","Sheila McNulty, “U.N.: More Than 2,000 Vietnamese Fleeing Cambodia by Boat,” The Associated Press, March 29, 1993.",,CETIS,0,1,1,1,
199303290005,1993,3,29,,0,,217,United States,1,North America,Montana,Missoula,,,,0,Fire ignited in two places in building,"3/29/1993: Richard Thomas Andrews firebombed the Blue Mountain Clinic in Missoula, Montana, United States. There were no casualties, but the abortion clinic was destroyed resulting in $100,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,,,,Blue Mountain Clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Montana.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),100000,Building destroyed,0,,,,,,,0,,,,,,,,,"The incident took place during the early morning hours.  The clinic was previously the target of many protest.  Two years later, the new Blue Mountain Clinic was opened.","""Arson Destroys Montana Abortion Clinic,"" Associated Press, March 29, 1993.","Adam Clymer, ""Reno Urges Senate to Curb Anti-Abortion Violence,"" New York Times, May 13, 1993.","""Sentence Imposed in Abortion Arson,"" United Press International, April 28, 1998.",Anti-Abortion Project 2010,-9,-9,0,-9,
199303310001,1993,3,31,,0,,92,India,6,South Asia,Uttar Pradesh (State),Gola Gokarnnath,,,,0,,"03/31/1993: A bomb exploded in a crowded movie theater, killing 4 and injuring 40 people. There was no claim of responsibility.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,,,Civilians,Movie theater in Gola Gokarnnath,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,4,0,0,40,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,The bombing followed the recent terrorist attacks on Bombay and Calcutta that resulted in the deaths of some 400 people. At least 40 injuries and 4 casualties resulted from the attack.,"Sanjay Johri, “Cinema bomb explosion kills 4, injures 40 in northern India,” United Press International, March 31, 1993.","“Bomb kills 4 People in a Cinema in Northern India,” The Associated Press, March 31, 1993.",,CETIS,-9,-9,0,-9,
199304010001,1993,4,1,,0,,110,Lebanon,10,Middle East & North Africa,Beirut (Governorate),Beirut,,,,0,,"04/01/1993: A member of the Fatah-Revolutionary Council shot to death Colonel Younis Awwad, also known as Hussein Salem, a political commissioner of Fatah in Beirut.",1,1,1,1,3,Intra/Inter-group Conflict,0,1,0,1,Assassination,,,,,22,Violent Political Party,,,Fatah Political Commissioner,Colonel Younis Awwad (aka Hussein Salem),155,West Bank and Gaza Strip,,,,,,,,,,,,,,,,,Abu Nidal Organization (ANO),Fatah-Revolutionary Council,,,,,Unknown,0,,,0,1,0,0,,,,,,,,,-9,5,Firearms,3,Handgun,,,,,,,,,,,,,Handgun,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Senior Arafat Commander Assassinated,"" The Associated Press, April 1, 1993.","""Top Fatah official assassinated in Beirut,"" United Press International, April 1, 1993.",,CETIS,0,1,1,1,
199304010002,1993,4,1,,0,,36,Cambodia,5,Southeast Asia,Kompong Thom (Province),Unknown,,,,0,,"04/01/1993: Suspected Khmer Rouge members attacked a village in the Kompong Thom Province, using rockets and rifles. Twenty-seven people were killed.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Civilians,Civilians a village in Kompong Thom Province,36,Cambodia,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,,27,0,0,,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,0,0,0,
199304030001,1993,4,3,,0,,159,Peru,3,South America,Ayacucho (Province),Ayacucho,,,,0,,"04/03/1993: A Shining Path assassination squad fatally shot four civilians in Ayacucho. The rebels, two young men and two young women, killed neighborhood leader Felix Castillo in his home and shot dead Professor Lucio Gutierrez. They then killed a grandmother and her 13 year old daughter. They also wounded 2 civilians as well. They also clashed with a rural civilian militia leaving one militia member dead, and three wounded.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Civilians,Felix Castillo,159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,Unknown,0,,,0,4,0,0,,,,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,5,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,Professor Lucio Gutierrez was also killed in the attack.,"Vidal Silva, ""Battles between Peruvian troops, rebels leave 47 dead,"" United Press International, April 5, 1993.",,,CETIS,0,0,0,0,
199304030003,1993,4,3,,0,,36,Cambodia,5,Southeast Asia,Kompong Speu (Province),Phum Prek,,,,0,,"04/03/1993: The Khmer Rouge was suspected in the killing of three Bulgarian United Nations Peacekeepers in Phum Prek, Cambodia. Three additional Peacekeepers were wounded, as were two Cambodian villagers.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,,,United Nations,Peacekeepers of the United Nations Transitional Authority in Cambodia,32,Bulgaria,14,Private Citizens & Property,,,Civilians,Villagers near Phum Prek,36,Cambodia,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,3,0,0,5,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304030004,1993,4,3,,0,,36,Cambodia,5,Southeast Asia,Stung Treng (Province),Unknown,,,,0,,04/03/1993: Suspected Khmer Rouge members fired rockets at fifty United States soldiers in the Stung Treng Province. The soldiers were looking for the remains of other soldiers who were missing in action from the Vietnam War. There were no injuries reported.,1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,,,United States Military,U.S. Military Soldiers,217,United States,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304030005,1993,4,3,,0,,36,Cambodia,5,Southeast Asia,Siem Reap (Province),Bang Kaong,,,,0,,"04/03/1993: Suspected Khmer Rouge members fired at the United Nations Transitional Authority in Cambodia (UNTAC) Mining Clearing Unit's residence in Bang Kaong. They set fire to an UNTAC office, three houses and two dining halls. They also stole mine detectors and fire extinguishers and destroyed a water pump, a generator, batteries and other materials. No casualties were reported.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,13,Other,,,United Nations,United Nations Transitional Authority in Cambodia,999,Multinational,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,,"The Khmer Rouge set fire to an UNTAC office, three houses and two dining halls and destroyed a water pump, a generator, batteries and other material.",0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304040001,1993,4,4,,0,,36,Cambodia,5,Southeast Asia,Siem Reap (Province),Kralanh District,,,,0,,"04/04/1993: Sixty suspected Khmer Rouge members attacked the United Nations Transitional Authority in Cambodia (UNTAC), as well as civilians, in the Kralanh District. One person was killed and three others were injured, including an UNTAC soldier.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,13,Other,,,United Nations,United Nations Transitional Authority in Cambodia,999,Multinational,14,Private Citizens & Property,,,Civilians,Civilians in the Kralanh District,36,Cambodia,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,1,0,0,3,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304050001,1993,4,5,,0,,110,Lebanon,10,Middle East & North Africa,Nabatiye (Governorate),Arnoun,,,,1,The incident occurred at the hilltop Israel Defense Forces positions near Beaufort castle outside of Arnoun.,"04/05/1993: A skirmish opened up between the Israel Defense Forces and its ally, the South Lebanon Army, on one side and Hizballah gunmen on the other. Four Israeli soldiers were lightly wounded in an attack near the Beaufort castle. The attack was initiated by Hizballah, which used 120 mm mortar rounds.",1,1,1,1,1,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,,,,,4,Military,,,Israeli Security Forces,Israeli Defense Force Soldiers,97,Israel,4,Military,,,South Lebanon Army (SLA),South Lebanon Army Soldiers,110,Lebanon,,,,,,,,,Hezbollah,,,,,,Unknown,0,,,0,,0,1,9,Other,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars,,0,0,4,0,,0,,,,,0,,,,,,,,,,,,,,,,Hizballah claimed to have killed several Israeli soldiers. Israel denied this claim.,"David Rudge, ""4 IDF Soldiers lightly hurt in security zone clash,"" The Jerusalem Post, April 5, 1993.","""Four Israelis Wounded in Clash with Hezbollah,"" The Associated Press, April 4, 1993.",,CETIS,0,1,1,1,
199304050002,1993,4,5,,0,,159,Peru,3,South America,Sanchez Carrion (Province),Quisquenda,,,,0,,04/05/1993: Shining Path guerrillas ambushed a military patrol along a narrow highway 290 miles northwest of Lima. Forty-seven people died as a result of the incident.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,Peruvian Army,Peruvian Army,159,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,30,0,,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""30 police, troops slain in Peruvian Andes ambush,"" Chicago Tribune, April 6, 1993.","Vidal Silva, ""Battles between Peruvian troops, rebels leave 47 dead,"" United Press International, April 5, 1993.",,CETIS,0,0,0,0,
199304060001,1993,4,6,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Castlerock,,,,0,Londonderry (County),04/06/1993: Four Catholics were gunned down by Loyalists from the Ulster Volunteer Force (UVF) at a construction site in Castlerock on the outskirts of Coleraine.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Civilians,Four Catholics at a construction site in Castlerock,233,Northern Ireland,,,,,,,,,,,,,,,,,Ulster Volunteer Force (UVF),,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,3,Handgun,,,,,,,,,,,,,Handgun,4,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Ed Moloney, ""Loyalist Reprisals Leave Six Dead: IRA Bombs Give Fresh Impetus to Deadly Campaign,"" Irish Voice, April 6, 1993.",,,CETIS,0,0,1,1,
199304060002,1993,4,6,,0,,45,Colombia,3,South America,Bogota (Capital District),Bogota,,,,0,,04/06/1993: Members of the People Persecuted by Pablo Escobar killed two lawyers as they left a jail in Bogota.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,,,Civilians,Two lawyers suspected of working for Pablo Escobar,45,Colombia,,,,,,,,,,,,,,,,,People Persecuted by Pablo Escobar (PEPES),,,,,,Unknown,0,,,0,,0,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Two Medellin Cartel Lawyers Slain; Drug lord's Enemies Suspected,"" The Associated Press, April 6, 1993.",,,CETIS,-9,-9,0,-9,
199304070001,1993,4,7,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Crossmaglen,,,,0,Armagh (County),04/07/1993: Three soldiers were wounded in an Irish Republican Army mortar bomb attack and one civilian was treated for severe shock. No perpetrators were injured.,1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,,,Ulster Security Base,Ulster Security Military Base,216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,To disrupt Peace Talks,0,,,0,,0,1,8,Personal claim,,,,,,,-9,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Mortars,0,0,0,4,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,,"""Soldiers Hurt in IRA Bomb Attack,"" The Press Association, April 7, 1993.","""British Soldiers Hurt an IRA Attack,"" Ottawa Citizen, April 8, 1993",,CETIS,0,0,1,1,
199304070002,1993,4,7,,0,,603,United Kingdom,8,Western Europe,England,London,,,,0,Camden (London Borough),04/07/1993: The Irish Republican Army (IRA) bombed a Conservative Club in London's Argyle Square. The attack resulted in no injuries and very little damage.,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),,,Conservative Party,Conservative Club in Argyle Square,216,Great Britain,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,Unknown,0,,,0,,,1,8,Personal claim,,,,,,,-9,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The attack caused very little damage to the club,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,1,0,1,1,
199304080001,1993,4,8,,0,,60,Egypt,10,Middle East & North Africa,Al Minya (Governorate),Al Qusiya,,,,1,This attack occurred on a boat near Al Qusiya,04/08/1993: Unknown gunmen fired at a Nile tour boat carrying 41 Germans near Al Qusiya. There were no casualties reported The perpetrators were unknown.,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,18,Tourists,,,Tourists,Tourists on a Nile tour boat,75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Two bullets hit the tour boat.,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199304080002,1993,4,8,,0,,36,Cambodia,5,Southeast Asia,Kompong Thom (Province),Kompong Thom,,,,1,This attack occurred as the UNTAC vehicle was traveling to Kompong Thom.,04/08/1993: Khmer Rouge gunmen attacked a United Nations Transitional Authority in Cambodia (UNTAC) vehicle that was traveling from the Prasat Sambo district to Kompong Thom. A Japanese Officer and a Cambodian Interpreter were killed and a second Cambodian Interpreter was also injured.,1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,13,Other,,,United Nations,United Nations Transitional Authority in Cambodia,999,Multinational,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,2,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304090001,1993,4,9,,0,,36,Cambodia,5,Southeast Asia,Kompong Thom (Province),Kompong Thom,,,,0,,"04/09/1993: Suspected Khmer Rouge members raided the offices of the United Nations Civilian Police in Kompong Thom, Cambodia. The United Nations workers had already left the offices; no casualties were reported.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,,,United Nations,United Nations Civilian Police Offices in Kompong Thom Province,999,Multinational,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304100001,1993,4,10,,0,,183,South Africa,11,Sub-Saharan Africa,Gauteng (Province),Boksburg,,,,0,,"04/10/1993: Chris Hani was shot dead in his home in the suburbs of Boksburg by Janusz Walus a member of the Afrikaner Weerstandsbeweging. Hani, who headed the armed resistance against apartheid, was the leader of South Africa's Communist party as well as a member of the African National Congress.",1,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,,,,,2,Government (General),,,South African Political Figure,Chris Hani,183,South Africa,,,,,,,,,,,,,,,,,Afrikaner Resistance Movement (AWB),,,,,,Unknown,0,,,0,1,1,0,,,,,,,,,-9,5,Firearms,3,Handgun,,,,,,,,,,,,,Handgun,1,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Barry Renfrew, ""Top Black Leader Gunned Down, White Arrested,"" The Associated Press, April 10, 1993.","Paul Taylor, ""White Suspect Belongs to Extremists; Afrikaner Movement Denounces Killing,"" The Washington Post, April 13, 1993.",,CETIS,0,0,0,0,
199304110001,1993,4,11,,0,,60,Egypt,10,Middle East & North Africa,Asyut (Governorate),Abu Tig,,,,0,,"04/11/1993: Major General Mohamed el-Sheimy, Asyut's provincial security chef, his bodyguard, and his driver were killed by four Muslim militants with automatic weapons in Abu Tig, a village 12 miles south of Asyut.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,Asyut Provincial Security Chief,Major General Mohamed el-Sheimy,60,Egypt,14,Private Citizens & Property,,,Civilian,Major General Mohamed el-Sheimy's Bodyguard,60,Egypt,14,Private Citizens & Property,,,Civilian,Major General Mohamed el-Sheimy's Driver,60,Egypt,Al-Gama'at al-Islamiyya (IG),,,,,,Reprisal for government attacks on Al-Gamaa al-Islamiya leaders,1,,,0,4,76,1,2,Call (post-incident),,,,,,,-9,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,,3,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Extremists Claim Responsibility for Killing Top Security Official,"" The Associated Press, April 13, 1993.",,,CETIS,0,1,0,1,
199304110002,1993,4,11,,0,,60,Egypt,10,Middle East & North Africa,Al Qahirah (Governorate),Cairo,,,,0,,"04/11/1993: Ashraf Abdallah, believed to be a member of an unknown Muslim militant group, planted five gasoline bombs on a bus carrying German tourists in Cairo. A guide saw Abdallah put a bag under a seat on the bus and called the police. Abdallah was arrested and a bomb disposal crew removed the bombs. No injuries were reported.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,18,Tourists,,,Tourists,Tour bus in Cairo,75,Germany,,,,,,,,,,,,,,,,,Other,,,,,,Abdallah claimed that his militant group had assigned him to blow up tourists at the citadel in Cairo.,0,,,0,1,1,1,8,Personal claim,,,,,,,-9,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
199304120001,1993,4,12,,0,,36,Cambodia,5,Southeast Asia,Stung Treng (Province),Unknown,,,,0,,"04/12/1993: In the Stung Treng Province of Cambodia, suspected Khmer Rouge members fired at a team of 50 United States staffers who were searching for the remains of missing United States servicemen. No casualties were reported.",1,1,1,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,,,United States Military,U.S. Military Staffers,217,United States,,,,,,,,,,,,,,,,,Khmer Rouge,,,,,,Unknown,1,,,0,,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,0,1,1,1,
199304120002,1993,4,12,,0,,110,Lebanon,10,Middle East & North Africa,Nabatiyeh (Governorate),Kafra,,,,1,The attack took place in between Kafra and Yatar.,"04/12/1993: The United Nations Interim Force in Lebanon (UNIFIL) was attacked by unknown perpetrators in the area between Kafra and Yatar in Southern Lebanon. An armored vehicle was hit by thirty bullets, but no casualties were reported.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,4,Military,,,United Nations,United Nations Interim Force in Lebanon,999,Multinational,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,,0,,,,,,,,,-9,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,-9,,,,,0,,,,,,,,,,,,,,,,,"Edward F. Mickolus, Terrorism, 1992-1995: A Chronology of Events and a Selectively Annotated Bibliography, Westport, CT: Greenwood Press, 1997.",,,CETIS,-9,-9,1,1,
