Name,Address,Latitude,Longitude,Location Type,Avg Review,Closure Status,Price Level,Review Date,Ratings,Comment,Covid Safety Mentions,Crowdedness Mentions,Outdoor Seating Mentions,Seating Mentions,Staff Mentions,Curbside Pickup,Delivery,Dine In,Drive Through,In Store Pickup,In Store Shopping,No Contact Delivery,On Site Services,Online Appointments,Online Classes,Takeaway
IHOP,"6928 Collins Ave, Miami Beach, FL 33141, United States",25.85485,-80.1207219,Restaurant,4.1,,,3 months ago, 2 stars ,Waiter wasn't wearing a mask while serving us and also there were multiple tables that were not cleared / cleaned,TRUE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,,,,TRUE
IHOP,"6928 Collins Ave, Miami Beach, FL 33141, United States",25.85485,-80.1207219,Restaurant,4.1,,,4 months ago, 3 stars ,Went during covid and I the restaurant was basically empty but they still seat us near to other customers,TRUE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,,,,,,,,TRUE
I Love Liquor,"1632 Collins Ave, Miami Beach, FL 33139, United States",25.790276,-80.130335,Off Licence,4.2,,,a month ago, 5 stars ,Prices were on point.  Good selection and open late.  Masks were worn and enforced.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,TRUE,,,,,
Impact Salon & Spa,"2607 Collins Ave, Miami Beach, FL 33140, United States",25.8025724,-80.1259606,Beauty Salon,5,,,a month ago, 5 stars ,"Irene’s is the best!   Super sweet, welcoming and personable.  I felt also very safe from Covid in her salon.  She takes all the extra steps to keep everything sterile.  I would come back from Vegas to Miami Beach to get a haircut from her …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Impact Salon & Spa,"2607 Collins Ave, Miami Beach, FL 33140, United States",25.8025724,-80.1259606,Beauty Salon,5,,,2 months ago, 5 stars ,"I recently went to Irene for a blowout and everything about my experience was fantastic! The salon follows all covid protocols and if Irene isn't doing hair, chances are she's cleaning or sanitizing something. Irene is incredibly personable, nice and gave me a fantastic blowout. I will definitely be back!",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Impact Salon & Spa,"2607 Collins Ave, Miami Beach, FL 33140, United States",25.8025724,-80.1259606,Beauty Salon,5,,,a month ago, 5 stars ,"Great service, owner/stylist is such a sweetheart, and making sure no stone has been un turned when it comes to COVID precautions.  My hair looked amazing.  Irene has been in this business for over 20 years, and treats all her clients like family.

Must call in doors are kept closed due to covid, and opened upon appointment.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Impact Salon & Spa,"2607 Collins Ave, Miami Beach, FL 33140, United States",25.8025724,-80.1259606,Beauty Salon,5,,,9 months ago, 5 stars ,"Amazing salon ! Been coming for 20 years ! Irene is incredible a master in color ! She will take care of you like no other especially now a days with COVID , you can feel more than safe ! Highly recommended",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
iNail Spa,"1326 Alton Rd, Miami Beach, FL 33139",25.784459,-80.141286,Beauty salon,4.1,,,a month ago, 5 stars ,I absolutely love going to this beautiful salon!!!  Everyone is so nice and professional and do everything they can to satisfy and make the customer happy!!   I go to Jasmin and she is excellent!!!   Everything is being done to make this a clean and sanitized shop during the COVID-19 period. I highly recommend this beautiful salon.,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
iNail Spa,"1326 Alton Rd, Miami Beach, FL 33139",25.784459,-80.141286,Beauty salon,4.1,,,2 months ago, 5 stars ,"I have been through several places and
I have nothing but Great things to say about  this place. During all the covid chaos you can't help but feel like you're well taken care of here. They have so many precautions in place and they're so professional.
Jasmine is the best, Her work is high quality, very detailed, precise, and timely.",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Indian Beach Park,"4601 Collins Ave, Miami Beach, FL 33140, United States",25.8208124,-80.1210371,Park and Garden,4.6,,,7 months ago, 3 stars ,Crowded. People not wearing mask. Parking form of payment does not work,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
IPIC Theaters,"3701 NE 163rd St, North Miami Beach, FL 33160",25.9315303,-80.1351374,Movie theater,4.5,,,2 months ago, 5 stars ,"Truly awesome time, especially during COVID. Staff was very attentive to safety precautions, professional, polite, friendly and accommodating. Food was all delicious, theater was super nice and clean, and the entry way and bar areas are ultra modern and beautiful. Prices were very reasonable. Definitely going back in the near future!",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
IPIC Theaters,"3701 NE 163rd St, North Miami Beach, FL 33160",25.9315303,-80.1351374,Movie theater,4.5,,,2 months ago, 5 stars ,"Covid has changed IPIC, like everything else, but changes are subtle. I enjoyed this movie experience which I haven't had in a while, even b4 covid. Seating for larger parties is a bit tricky. Feels safe, properly distanced. Very clean & sanitized. Super nice staff. Same good food and drinks.",TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
IPIC Theaters,"3701 NE 163rd St, North Miami Beach, FL 33160",25.9315303,-80.1351374,Movie theater,4.5,,,a month ago, 5 stars ,It is a pleasant experience with more than enough social distancing.  It is the business class movie theater experience.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
IPIC Theaters,"3701 NE 163rd St, North Miami Beach, FL 33160",25.9315303,-80.1351374,Movie theater,4.5,,,5 months ago, 5 stars ,"This was my first time back in a movie theatre since Covid started. They took my temperature at the door , had hand sanitizer and everyone was socially distanced. Me and my friend actually ended up being the only ones in the theatre! You …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
JC's Barbershop,"1108 15th St, Miami Beach, FL 33139, United States",25.7872243,-80.1401282,Barber shop,4.2,,,3 months ago, 5 stars ,"Great place, friendly staff. I always call and make an appointment beforehand.. I believe that's what they are requesting too, during these covid times.",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Jivana Nails & Spa,"12117 Biscayne Blvd, North Miami, FL 33181",25.8879142,-80.1631853,Nail salon,3.4,,,3 months ago, 5 stars ,"Not busy late Sunday afternoon, got a perfect pedicure & felt safe that Covid protocol was being followed.",TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
Key Food Supermarket,"12010-12016, N Miami Ave, Miami, FL 33168, United States",25.8852618,-80.1988364,Supermarket,3.8,,,2 months ago, 1 star ,Nobody wear a mask there,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Key Food Supermarket,"12010-12016, N Miami Ave, Miami, FL 33168, United States",25.8852618,-80.1988364,Supermarket,3.8,,,9 months ago, 2 stars ,"(Translated by Google) Very small, social distancing cannot be kept and not everyone wore mouth covers.

(Original)
Muy pequeño no se puede guardar el distanciamiento social y no todos llevaban cubre bocas.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
KOSHER PRICE MARKET,"460 W 41st St, Miami Beach, FL 33140",25.8136587,-80.1289598,Kosher grocery store,4.3,,,3 months ago, 3 stars ,"(Translated by Google) Ideal to get infected, covid, all on top, nobody respects distancing, there is no alcohol, or sanitizer

(Original)
Ideal para contagiarse ,covid , todos encimados , nadie respeta distanciamiento,no hay alcohol , o sanitizante",TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,,,,,,,,
KOSHER PRICE MARKET,"460 W 41st St, Miami Beach, FL 33140, United States",25.8136587,-80.1289598,Kosher Food Shop,4.3,,,3 months ago, 3 stars ,"(Translated by Google) Ideal to get infected, covid, all on top, nobody respects distancing, there is no alcohol, or sanitizer

(Original)
Ideal para contagiarse ,covid , todos encimados , nadie respeta distanciamiento,no hay alcohol , o sanitizante",TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,,,,,,,,
La Côte,"4441 Collins Ave, Miami Beach, FL 33140, United States",25.8185248,-80.1227141,Mediterranean restaurant,4.4,,,3 months ago, 5 stars ,"Its nice,clean and safe. All the bartenders have mask on ant take a very good care of my and my friend. For sure a 5 start",TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,,,,,,,,TRUE
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,3 weeks ago, 3 stars ,"It is a good size, and there is a pool and group fitness classes. The equipment is a bit old, some is rusty, and some machines are missing parts. They have a lot of rules regarding Covid-19 precautions, but I always see lots of people …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,a month ago, 5 stars ,"Even on the hardest times the staff is doing the best to keep up with all CDC Regulations. Cleaning, sanitizing, suggesting close contact, well organization of racks.. I must say That I am satisfied with the way they have been handling this pandemic",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,a month ago, 3 stars ,"Beautiful gym, lovely pool. Workout area too small, not enough machines, many not usable.
Now in COVID times, almost impossible to keep safe distance. Mgt. are not enforcing mask rules; most people wearing mask on chin or not covering nose!",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,2 months ago, 5 stars ,"The staff needs to be more strict with the current health protocols. They need to double check that all members are  wearing the mask at all time. Rules are rules! If a member doesn't want to use the mask,  totally fine, they just can't …",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,a month ago, 1 star ,"if you dont want to get COVID, DONT LEAVE YOUR HOUSE or the least place you should go is to a close environment like a Gym and a lot of people are already immune and a lot dont care about getting sick and want to live their lives. the …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,a month ago, 4 stars ,"$50 initial to join then $25 per month after that. If you want a Hiatus on your membership it is only $10 per month instead of the $25 per month. Jacuzzi closed, locker room showers closed due to covid swimming pool open with just that ""rinse off"" shower.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,2 months ago, 2 stars ,Hand sanitizer empty paper towels empty spray disinfectant diluted with a lot of water maintenance at minimum exposed to corona easily,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,6 months ago, 1 star ,"This club was great a few years ago, but, has since became terrible. Club was closed for a couple months because of covid, so, you think they would take the time to address the damaged, broken or missing equipments... since they still …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,6 months ago, 1 star ,"There are some people at the gym who don't wear a mask and the employees see it and they don't even care to tell them anything. They have wrapped up a lot of equipments, yet people are all close to each other, so what's the point of …",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,8 months ago, 4 stars ,"Affordable gym. Pool, classes and 50% of equipment covid closed, nice atmosphere good mix of ages. Multistory parking on back, 3rd floor.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,7 months ago, 1 star ,"Covid hotspot, many with the mask lowered partially or completely with  nose and mouth exposed spreading droplets everywhere. Many wear super thin bandanas missing the point of the mask. Many do not respect the distancing at all. Not enough …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,8 months ago, 4 stars ,I was comfortable with the set up and social distancing policy,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,4 months ago, 2 stars ,"They are not enforcing masks or cleaning machines regularly. Water fountains are closed at this facility, but not at others. I guess they assume people don't need water during a workout.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
LA Fitness,"1801 NE 123rd St Ste 200, North Miami, FL 33181",25.8900694,-80.161973,Gym,3.4,,,6 months ago, 1 star ,Too many people in there during covid,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Le Jeune Cinema 6,"782 NW 42nd Ave #3, Miami, FL 33126, United States",25.779281,-80.265009,Cinema,4.4,,,4 months ago, 5 stars ,"Loved it. They remodeled completely, including restrooms, new regulated assigned seating, including cup holders, to comply with regulations due to Covid, but it's back to being the town theater, friendly, spacious, clean, lots of free parking.",TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,
Little Brazil Miami Beach,"6984 Collins Ave, Miami Beach, FL 33141, United States",25.8557829,-80.1206761,Brazilian restaurant,4.6,,,6 months ago, 5 stars ,"Tienen q visitar el lugar...10 estrellas
This is a must go!!!..10 stars

I visited for the first time and let me tell you We Loved the Place, first it was sparkling clean and following the Covid restictions by the book.
The Restaurant is …",TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,,,,TRUE,,,,TRUE
Little Brazil Miami Beach,"6984 Collins Ave, Miami Beach, FL 33141, United States",25.8557829,-80.1206761,Brazilian restaurant,4.6,,,4 months ago, 5 stars ,"Amazing food, great and friendly staff.
They are very clean and organized, have hand sanitizer and mask bags available.
We will definitely go again to visit.

* Pro tip: ask for their homemade hot sauce, it's fantastic!",TRUE,FALSE,FALSE,FALSE,TRUE,,,TRUE,,,,TRUE,,,,TRUE
Little Brazil Miami Beach,"6984 Collins Ave, Miami Beach, FL 33141, United States",25.8557829,-80.1206761,Brazilian restaurant,4.6,,,6 months ago, 5 stars ,Went there for my gf birthday. Despite them wearing masks the greeted us with smiles that were evident through their masks. Made us feel welcome and like we were part of the family. The live entertainment was outstanding and authentic to …,TRUE,FALSE,FALSE,FALSE,FALSE,,,TRUE,,,,TRUE,,,,TRUE
LIV,"4441 Collins Ave, Miami Beach, FL 33140, United States",25.818299,-80.122276,Nightclub,3.4,Temporarily closed,,5 days ago, 5 stars ,"The club is not really open but somehow this guy Grant Cardone got 50 Cent to do a special concert there at a club that has been closed due to covid for the last 365 days.

This was my first club experience and it set the level of a great club pretty high.",TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,,,,,
Locura Marina Peruvian Restaurant,"7118 Collins Ave, Miami Beach, FL 33141, United States",25.8565398,-80.1208132,Peruvian restaurant,4.6,,,a month ago, 3 stars ,"(Translated by Google) The food is very rich, the only thing that cooks do not wear masks, very good price

(Original)
La comida muy rica lo unico que los cocineros no llevan mascarillas muy buen precio",TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,TRUE,,,,,,,,TRUE
Love Nail Salon,"1679 Alton Rd, Miami Beach, FL 33139, United States",25.7915749,-80.1411157,Nail salon,4.1,,,7 months ago, 5 stars ,Great salon for locals and visitors alike. Very friendly staff and very accommodating. Super clean with Covid guidelines in place.,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,4 months ago, 5 stars ,The weather was very windy but nice. It wasn't crowded and people were practicing being socially distant as well as wearing mask. The water was super cold when it first hit your feet.,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,a month ago, 5 stars ,Didn't even know it's called Lummus Park for me it still is ocean drive or deco drive.  The perfect spot to chill relax and walk.  Pre covid loved to do skating here.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,4 months ago, 5 stars ,Pretty park a nice walk after a meal and a drink. You will see homeless and the mentally infirm but they are harmless. Be polite. There are Citibank bike rentals. They beach is practicing Covid precautions and will ask you to wear a mask on …,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,4 months ago, 5 stars ,Visited during covid. Some of them are wearing masks and some not. Place is kept clean and tidy. Please see trying to maintain 6ft distance. Not many people on the beach. It's a lovely time to go during the evenings.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,6 months ago, 5 stars ,"Priceless! Be in contact with mother Nature at this corona virus time is very relaxing, besides the natural side this part has a very rich history to share. Strongly recommend",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,4 months ago, 5 stars ,The boardwalk was great since it was Covid. Hardly no one out.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,7 months ago, 5 stars ,"Absolutely fun, upscale regardless to covid-19.
Excellent food and outstanding service!
🥰❤",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,6 months ago, 5 stars ,"Loved it, just dislike the fact everyone was out and about as if corona isn't a thing.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,2 years ago, 5 stars ,"Beach umbrellas are $20.
Lounge chairs $20 each.

Water was real good. Nice waves. Saw some jellyfish today but nothing bad. Even though some people got stung for trying to touch them.

Guys come around with coolers selling beers for 2 for $5. Corona or bud light",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,3 weeks ago, 1 star ,"Lots of people smoking drinking, not wearing masks...",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,7 months ago, 5 stars ,Must wear a mask unless exercising. Beach is open. Social distancing respecting a persons space in the sand.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,6 months ago, 5 stars ,Sad because it's empty thanks alll to covid-19....,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,
Lummus Park,"1130 Ocean Dr, Miami Beach, FL 33139, United States",25.7809553,-80.1299479,Park and Garden,4.6,,,9 months ago, 5 stars ,Very nice park and beach area plenty of space for social distancing,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Macy's,"1675 Meridian Ave, Miami Beach, FL 33139, United States",25.7917944,-80.1360224,Department store,4.3,,,3 months ago, 5 stars ,"Come early for parking, nice staff , clean store, no fitting rooms open due to covid and call store for Hours",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,TRUE,,,,,
Macy's,"19535 Biscayne Blvd, Aventura, FL 33180, United States",25.9572316,-80.1466889,Department store,4.5,,,6 months ago, 5 stars ,Good customer service. COVID 19 precautions in place. I will return in the near future.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,TRUE,,,,,
Mango's Tropical Cafe,"900 Ocean Dr, Miami Beach, FL 33139, United States",25.779428,-80.1311343,Nightclub,4.2,Temporarily closed,,a month ago, 5 stars ,Closed during COVID,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,,,,,
Mango's Tropical Cafe,"900 Ocean Dr, Miami Beach, FL 33139, United States",25.779428,-80.1311343,Nightclub,4.2,Temporarily closed,,a year ago, 1 star ,This place is terrible. I got the stomach virus hours after dining there! Highly do not recommend,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,,,,,
Manolo,"7300 Collins Ave, Miami Beach, FL 33141, United States",25.8586141,-80.1212672,Argentinian restaurant,4.4,,,a month ago, 5 stars ,"EZ street level municipal parking right across the street.
Quickly greeted and seated. Waiter was friendly and proper...no, ""hey waddup!""
Food was fresh, well prepared and to our specific requests.
Covid distancing was observed and respected throughout.
We shall return with family and friends!",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,TRUE,,,,
Manolo,"7300 Collins Ave, Miami Beach, FL 33141, United States",25.8586141,-80.1212672,Argentinian restaurant,4.4,,,9 months ago, 4 stars ,"I loved the place! Great service, very tasty food, clean & neat, and recyclable to go containers! The only reason why I don't give them a 5star is because they have very limited healthy options in the menu. P.S. I love that this is my first review since the covid-19 quarantine.",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,,,,TRUE,,,,
Margaret Pace Park,"1745 N Bayshore Dr, Miami, FL 33132, United States",25.79298,-80.1859595,Park and Garden,4.6,,,2 months ago, 5 stars ,"Another gem of Miami! My band played this venue just a week ago for the winter holidays.   First live gig since Covid hit in March and what a gorgeous park - right on the bay.  You can picnic here,  play some basketball,  walk or jog along …",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Margaret Pace Park,"1745 N Bayshore Dr, Miami, FL 33132, United States",25.79298,-80.1859595,Park and Garden,4.6,,,6 months ago, 4 stars ,Great park for people and dogs. Great views of the bay. But this damn Covid has all amenities closed at this and the rest of the parks in Miami Dade. Oh well. Hopefully one day it'll all go back to normal. Plenty of street parking helps.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,8 months ago, 5 stars ,"I found some great clearance deals today.
Great day! Friendly staff, clean and organized store. Following regulations for Covid19. I felt more comfortable here than many other retailers.",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,3 months ago, 4 stars ,Hectic but still observing covid-19 guidelines throughout the store. Large plastic barrier between yourself and cashier.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,7 months ago, 5 stars ,Very friendly staff at door practicing the guidelines for these times with clean carts and hand sanitizer. Store organized and clean and calm.,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,2 months ago, 4 stars ,"(Translated by Google) Excellent local. Offers, variety of products. Biosafety protocol to the one you want but all with masks.

(Original)
Excelente local. Ofertas, variedad de productos. Protocolo de bioseguridad al que desee pero todos con mascarillas.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,5 months ago, 5 stars ,"(Translated by Google) Very good quality in brand shoes and clothing.
Very organized clean and with all the hygienic measures against the covid.

(Original)
Muy buena calidad en zapatos de marca y ropa.
Muy organizado limpio y con todas las medidas higiénicas contra el covid.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,6 months ago, 5 stars ,"(Translated by Google) Very good. Very cordial and effective employee service. Prevention by the covid respected.

(Original)
Muy bueno. Atención de los empleados muy cordial y efectiva. La prevención por el covid respetada.",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160",25.9315833,-80.1229816,Department store,4.3,,,3 months ago, 5 stars ,"(Translated by Google) I liked it a lot ... I found what I needed and they have in practice all the preventions for covid19

(Original)
Me gusto mucho ...encontre lo que necesitaba y tienen en practica todas las prevenciones para el covid19",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,8 months ago, 5 stars ,"I found some great clearance deals today.
Great day! Friendly staff, clean and organized store. Following regulations for Covid19. I felt more comfortable here than many other retailers.",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,3 months ago, 4 stars ,Hectic but still observing covid-19 guidelines throughout the store. Large plastic barrier between yourself and cashier.,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,7 months ago, 5 stars ,Very friendly staff at door practicing the guidelines for these times with clean carts and hand sanitizer. Store organized and clean and calm.,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,2 months ago, 4 stars ,"(Translated by Google) Excellent local. Offers, variety of products. Biosafety protocol to the one you want but all with masks.

(Original)
Excelente local. Ofertas, variedad de productos. Protocolo de bioseguridad al que desee pero todos con mascarillas.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,5 months ago, 5 stars ,"(Translated by Google) Very good quality in brand shoes and clothing.
Very organized clean and with all the hygienic measures against the covid.

(Original)
Muy buena calidad en zapatos de marca y ropa.
Muy organizado limpio y con todas las medidas higiénicas contra el covid.",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,6 months ago, 5 stars ,"(Translated by Google) Very good. Very cordial and effective employee service. Prevention by the covid respected.

(Original)
Muy bueno. Atención de los empleados muy cordial y efectiva. La prevención por el covid respetada.",TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,TRUE,,,,,
Marshalls,"16800 Collins Ave, North Miami Beach, FL 33160, United States",25.9315833,-80.1229816,Department store,4.3,,,3 months ago, 5 stars ,"(Translated by Google) I liked it a lot ... I found what I needed and they have in practice all the preventions for covid19

(Original)
Me gusto mucho ...encontre lo que necesitaba y tienen en practica todas las prevenciones para el covid19",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
Marshalls,"255 E Flagler St, Miami, FL 33131, United States",25.774445,-80.1887405,Department store,4.3,,,2 years ago, 4 stars ,"Solid place for anything from an outfit, fancy mask, or Halloween costume when that time of year rolls around.
Folks who work there are pretty solid.
Parking is ridiculous but it's to be expected at little 5",TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,,,,,
