"iso2c","iso3c","country","year","gdp_percap","population","birth_rate","neonat_mortal_rate","region","income"
"CF","CAF","Central African Republic",2009,850.7776973059,4361492,35.178,47,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2007,828.077653323,4202104,35.962,47.8,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",2013,581.1246142239,4710678,34.076,44.2,"Sub-Saharan Africa","Low income"
"CF","CAF","Central African Republic",1999,676.6546374697,3653310,39.59,49.1,"Sub-Saharan Africa","Low income"
"CG","COG","Congo, Rep.",1994,3324.4398868254,2649964,38.071,30.8,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2011,5632.4358754563,4177435,37.797,20.9,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1993,3535.9811910175,2581306,38.001,30.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2010,5482.1113761029,4066078,38.092,21.9,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1996,3552.014033533,2795903,38.345,32.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2007,4675.4567060219,3715665,38.658,25.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2002,3965.1232778531,3256867,38.961,31.9,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2014,6299.6843529535,4504962,36.536,18.6,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2013,5950.4686201834,4394334,37.011,19.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1991,3501.3711409354,2450125,38.063,29.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1992,3580.0674048229,2514907,37.995,29.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2005,4482.4535913693,3503086,38.865,28.4,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2001,3819.679365649,3183883,38.937,32.7,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1995,3436.5492319792,2721277,38.192,31.5,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2008,4879.038555695,3832771,38.508,24.4,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2009,5125.4506135539,3950786,38.324,23.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2006,4770.0578907054,3604595,38.776,27.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1998,3564.540556007,2953011,38.662,33.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1999,3433.8233694735,3031969,38.79,33.3,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2000,3684.1000830733,3109269,38.882,33.2,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1990,3397.5860712039,2386467,38.21,29.1,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2003,3985.6677965471,3331564,38.958,30.9,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2004,4137.0219477913,3412592,38.926,29.6,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",2012,5803.0888001308,4286188,37.435,19.9,"Sub-Saharan Africa","Lower middle income"
"CG","COG","Congo, Rep.",1997,3493.1139440735,2873638,38.509,32.7,"Sub-Saharan Africa","Lower middle income"
"CH","CHE","Switzerland",1991,27030.9270920898,6799978,12.7,3.8,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1995,28952.764943967,7040687,11.7,3.4,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2012,57205.3721892359,7996861,10.3,3,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1990,26734.0125751395,6715519,12.5,3.9,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2002,36376.6924506913,7284753,9.9,3.4,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2005,39152.8734196707,7437115,9.8,3.3,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2000,34500.0786139217,7184250,10.9,3.5,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2004,37760.8921479159,7389625,9.9,3.3,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2008,50438.7629476633,7647675,10,3.2,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2014,59535.7997443952,8188649,10.2,2.8,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1992,27332.0017782308,6875364,12.6,3.6,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1993,27693.6952291652,6938265,12.1,3.5,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1994,28414.7600522116,6993795,11.9,3.5,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1998,31984.6286027657,7110001,11.1,3.4,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1999,32558.013189599,7143991,11,3.5,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1996,29674.7390146756,7071850,11.7,3.4,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2001,35381.1937021125,7229854,10,3.5,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2013,59351.4230599344,8089346,10.2,2.9,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2011,54550.6893664757,7912398,10.2,3,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2006,43350.8389502036,7483934,9.8,3.3,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2007,47404.6676185633,7551117,9.9,3.3,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",1997,30919.8105594198,7088906,11.4,3.4,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2009,49903.2731853737,7743831,10.1,3.2,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2010,51356.9639825486,7824909,10.3,3.1,"Europe & Central Asia","High income: OECD"
"CH","CHE","Switzerland",2003,36419.3783626995,7339001,9.8,3.4,"Europe & Central Asia","High income: OECD"
"CI","CIV","Cote d'Ivoire",1990,2081.512055299,12165909,42.933,50.5,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1998,2398.6135841827,15728482,41.347,50.8,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2010,2671.1395529633,20131707,37.876,41.8,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2001,2367.1340178254,16865376,40.53,49.3,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1997,2325.2403395736,15296390,41.551,51.1,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2004,2343.0292700393,17802516,39.505,47.1,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2005,2415.2504365955,18132702,39.168,46.1,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1991,2077.3874286667,12600967,42.652,50.4,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1995,2133.2488107621,14404340,41.89,51.3,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1996,2269.5252536865,14852193,41.729,51.3,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2009,2645.4306342804,19684909,38.08,42.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2011,2546.9068123046,20604172,37.69,41,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2012,2803.7009371287,21102641,37.509,40.2,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2013,3037.257692134,21622490,37.32,39.4,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2014,3270.1373889782,22157107,37.118,38.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2000,2360.2061393654,16517948,40.838,49.9,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2006,2478.8382265858,18486392,38.853,45.2,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2002,2319.3775966242,17185421,40.197,48.7,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1992,2047.1006850307,13046907,42.416,50.6,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1993,2021.6129749378,13499696,42.218,50.9,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2008,2598.6899859144,19261647,38.308,43.4,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1994,2013.6517781541,13953779,42.048,51.1,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2007,2538.1316769177,18862172,38.566,44.2,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",2003,2292.6279436614,17491539,39.852,47.9,"Sub-Saharan Africa","Lower middle income"
"CI","CIV","Cote d'Ivoire",1999,2411.9400575907,16137824,41.111,50.4,"Sub-Saharan Africa","Lower middle income"
"CL","CHL","Chile",2003,11133.5707278671,15729268,15.708,5.3,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2012,21370.0993066395,17388437,13.566,5.3,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1997,8599.4166312907,14594070,18.046,6.3,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1990,4407.2044786133,13141202,21.706,8.6,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2002,10535.5604132836,15544554,16.027,5.3,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2004,11991.2725338787,15913119,15.411,5.4,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2013,21443.7503564815,17575833,13.385,5.2,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1992,5579.5259291718,13566942,20.688,7.4,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1993,6077.8371874945,13778676,20.136,7.1,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1995,7338.5229269207,14193986,19.047,6.5,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1996,7993.2524829495,14396020,18.535,6.4,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2009,16226.1486790103,16829957,14.171,5.5,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2010,18249.5407673741,17015048,13.959,5.4,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2014,22128.5576684484,17762647,13.213,5.1,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1998,8907.9835301663,14788609,17.581,6.2,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1999,8846.429620416,14980484,17.144,6,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2001,10249.826491738,15358418,16.37,5.5,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2005,12964.8049395778,16096571,15.133,5.4,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1994,6528.1776485721,13987999,19.584,6.8,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",1991,4887.0333906434,13354054,21.222,8,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2008,16437.5720869418,16645940,14.394,5.5,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2000,9848.8983965929,15170387,16.741,5.7,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2007,16841.5600258445,16462701,14.627,5.5,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2006,15637.6964386248,16279728,14.872,5.5,"Latin America & Caribbean","Upper middle income"
"CL","CHL","Chile",2011,20266.0360287483,17201305,13.757,5.4,"Latin America & Caribbean","Upper middle income"
"CM","CMR","Cameroon",2000,1905.3709587124,15927713,41.203,34.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1997,1728.4585354681,14709961,41.806,38.6,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2005,2256.1973583548,18126999,40.378,30.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1993,1522.7427466119,13169100,43.328,40.2,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2003,2111.1642517873,17218591,40.787,31.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2012,2715.3541102736,21659488,37.724,26.9,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1990,1789.2583734908,12070359,44.673,40.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2002,2041.7601218649,16779434,40.938,32.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1992,1662.5049050285,12796739,43.786,40.4,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1994,1542.9811231213,13546823,42.882,40,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1995,1595.1226765934,13929575,42.47,39.7,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2001,1984.2379356051,16349364,41.07,33.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2010,2522.8818099501,20590666,38.64,28.1,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2011,2614.4955614763,21119065,38.195,27.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1991,1726.9019473478,12430311,44.239,40.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2008,2472.4695325639,19570418,39.439,29,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1998,1784.3888182316,15108630,41.558,37.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1999,1836.0010134729,15514249,41.361,36.1,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2007,2417.7489258123,19078100,39.788,29.6,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2004,2192.3497460802,17667576,40.604,31.1,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2009,2475.6056713338,20074522,39.055,28.5,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2006,2339.8072592829,18597109,40.104,30.2,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2014,2983.0830403003,22773014,36.736,26.1,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",1996,1657.8904566896,14317191,42.109,39.3,"Sub-Saharan Africa","Lower middle income"
"CM","CMR","Cameroon",2013,2840.7430745418,22211166,37.236,26.5,"Sub-Saharan Africa","Lower middle income"
"CN","CHN","China",1992,1260.1625002998,1164970000,18.27,29.4,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2005,5053.3790401953,1303720000,12.4,14,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2000,2915.4146646915,1262645000,14.03,21.2,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1991,1091.4488305591,1150780000,19.68,29.7,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2013,12218.5211184044,1357380000,12.08,6.3,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1999,2649.745162403,1252735000,14.64,22.2,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2014,13254.642984356,1364270000,12.4,5.9,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2003,3933.599477149,1288400000,12.41,17.1,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2004,4422.6503206409,1296075000,12.29,15.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1993,1453.1591182585,1178440000,18.09,28.8,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2009,8290.0889298098,1331260000,12.13,9.1,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2010,9238.7552696794,1337705000,11.9,8.2,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2011,10274.4943512259,1344130000,11.93,7.5,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1996,2060.0297075228,1217550000,16.98,25.7,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1997,2265.313589375,1230075000,16.57,24.4,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1998,2446.1499329113,1241935000,15.64,23.3,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1990,979.9789831937,1135185000,21.06,29.7,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2001,3205.9274723279,1271850000,13.38,20.1,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2002,3527.3519036439,1280400000,12.86,18.6,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2006,5836.8327726277,1311020000,12.09,12.6,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1994,1659.3129157896,1191835000,17.7,28,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2008,7569.6798915986,1324655000,12.14,10.1,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",1995,1859.8304175497,1204855000,17.12,26.9,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2012,11219.927669958,1350695000,12.1,6.9,"East Asia & Pacific","Upper middle income"
"CN","CHN","China",2007,6807.112205271,1317885000,12.1,11.3,"East Asia & Pacific","Upper middle income"
"CO","COL","Colombia",2012,12058.461303685,46881018,16.393,9.4,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2003,7241.331945492,42152147,19.865,12.3,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1994,5827.9966452943,36823539,24.051,16.3,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1991,5050.7192517336,34916770,25.843,17.6,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1996,6294.865167663,38049040,22.843,15.4,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1990,4869.162130875,34271563,26.401,17.9,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1992,5327.8853533915,35558683,25.267,17.2,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1993,5485.4992631762,36195170,24.667,16.8,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2006,8957.336622113,43835744,18.663,11.4,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2011,11496.5272523381,46406446,16.727,9.7,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2010,10680.0020763025,45918101,17.079,10,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2013,12727.0991715943,47342363,16.076,9.1,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1995,6155.688368058,37441980,23.435,15.9,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2001,6750.6871387657,40988909,20.593,13.1,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2000,6585.3339751501,40403959,20.959,13.5,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2004,7732.3205621184,42724157,19.48,12,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2005,8248.3549606731,43285636,19.078,11.7,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2009,10260.2052170834,45416276,17.451,10.4,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1999,6256.8101810412,39819279,21.355,14,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2007,9710.9011829945,44374647,18.247,11,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2008,10132.2394853533,44901660,17.842,10.7,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1998,6528.9006730148,39234059,21.796,14.4,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2014,13376.6306574434,47791393,15.773,8.8,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",1997,6520.0370034659,38645409,22.293,14.9,"Latin America & Caribbean","Upper middle income"
"CO","COL","Colombia",2002,6927.3209193261,41572493,20.234,12.7,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1995,6135.6237322696,3510925,23.24,8.6,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1994,5927.4007388854,3425692,23.947,8.7,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2013,14386.8967743366,4706433,15.022,6.4,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2000,7588.7260002714,3925450,19.499,7.7,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1992,5299.643773121,3257463,25.322,8.8,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1993,5682.253893704,3341005,24.64,8.8,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2004,8934.2688561953,4187039,17.366,7,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1997,6452.758939614,3682725,21.761,8.4,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1998,6911.702668687,3767369,20.995,8.2,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2012,13839.4689225844,4654148,15.287,6.5,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2008,12011.7309800336,4429506,16.345,6.7,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2014,14972.5843150574,4757606,14.768,6.3,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2005,9624.7969103261,4247843,17.054,7,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2001,7705.1608197055,3996800,18.831,7.4,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2006,10638.8368943628,4308790,16.801,6.9,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1990,4712.5592311164,3095994,26.615,8.9,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2009,11823.1920282355,4488261,16.102,6.6,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1991,4869.3659957335,3175654,25.984,8.8,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2011,13072.1425592889,4600487,15.564,6.5,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2002,7918.9203071516,4063208,18.247,7.2,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1999,7433.9297061962,3848725,20.231,8,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",1996,6152.650692261,3596733,22.512,8.5,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2010,12402.9592880253,4545273,15.84,6.6,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2003,8463.3804626793,4125970,17.759,7.1,"Latin America & Caribbean","Upper middle income"
"CR","CRI","Costa Rica",2007,11624.9687277958,4369465,16.574,6.8,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1996,7345.594523436,10955372,14.283,5.2,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2000,8948.6026989631,11116787,13.125,4.2,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2011,18924.7632701642,11323570,10.702,2.6,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2002,9666.8291895195,11184540,12.568,4,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2014,,11379111,10.246,2.4,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2003,10205.7586035578,11214837,12.3,3.8,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1995,6719.7799456244,10906048,14.605,5.6,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2007,16093.6291378528,11284043,11.371,3.1,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1992,7280.8317157876,10735775,15.859,6.2,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1994,6455.7684828951,10853435,14.975,5.9,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2010,18061.0096420539,11308133,10.854,2.7,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1998,7713.8991283739,11041893,13.695,4.3,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1999,8287.8561059085,11080506,13.409,4.2,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2001,9414.4136372968,11151472,12.844,4.1,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2013,20648.9739057436,11362505,10.4,2.4,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1990,8851.151197253,10582082,16.79,6.7,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1991,8104.6525266583,10664577,16.34,6.4,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2008,17075.4913554672,11290239,11.183,2.9,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1993,6308.7282457541,10797556,15.396,6,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2005,12678.6044781653,11261052,11.802,3.4,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2006,14626.5246452203,11275199,11.577,3.2,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2012,19820.9769832893,11342631,10.552,2.5,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",1997,7647.9354063068,11000431,13.986,4.7,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2004,11066.0451525836,11240680,12.044,3.6,"Latin America & Caribbean","Upper middle income"
"CU","CUB","Cuba",2009,17443.3629479558,11297442,11.012,2.8,"Latin America & Caribbean","Upper middle income"
"CW","CUW","Curacao",2003,,131897,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2011,,150831,13.1,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1994,,144630,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2013,,153822,12.7,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2000,,133860,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2001,,129047,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2004,,134192,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2010,,148703,13.6,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1990,,145400,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1993,,144299,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2006,,141239,13.6,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1999,,139428,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1995,,145139,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1996,,146306,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2012,,152088,13.4,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1997,,146956,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1998,,144472,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2014,,155909,12.6,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1991,,144403,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2002,,129205,,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2008,,145880,13.8,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2009,,146833,13,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",2007,,144056,13.4,,"Latin America & Caribbean","High income"
"CW","CUW","Curacao",1992,,143912,,,"Latin America & Caribbean","High income"
